autores_tratados,Sexo Primeiro Autor (dic),Qtd Autores Feminino (dic),Qtd Autores Unknown (dic)
AMAURY A. DE CASTRO JR.; ANDERSON C. DE LIMA; ANNY B. C. S. ARANDA; BRUNO P. W. DA SILVA; FERNANDA DAS N. M. SANTOS; GLAUDER G. GHINOZZI; GRAZIELA S. DE ARAUJO; GABRIEL P. FALCAO; JENNIFFER O. CHECCHIA; LEONARDO V. DE PAULA; NATHANAEL M. WINK; MARCOS GABRIEL DA S. ROCHA; MARIA PAULA DO N. SANTOS; SAID S. ADI; VICTOR LUIZ M. S. RODRIGUES,M,5.0,1.0
ANTONIO B. SANTOS; EUMA S. SANTOS DE JESUS; IVIA M. CONCEICAO SANTOS; LUMA DA ROCHA SEIXAS; JENIFFER SILVA SANTOS,M,3.0,1.0
GRAZIELA FERREIRA GUARDA; PEDRO HENRIQUE DIAS VALLE; ALESSANDREIA MARTA DE OLIVEIRA,F,1.0,1.0
CAIO PHILIPE NASCIMENTO GONCALVES; DIEGO FARIAS DE FREITAS; VICTOR SILVA DE JESUS; ALVARO VINICIUS COELHO; JAUBERTH WEYLL ABIJAUDE,M,0.0,1.0
IGOR F. SOARES; ANFRANSERAI M. DIAS,M,0.0,1.0
HERRISON NASCIMENTO DE JESUS BARROS; CLEIA SANTOS LIBARINO; JOSE ALBERTO DIAZ AMADO,unknown,1.0,1.0
LUANA KAROLINE LIRA MATEUS; RAFAELA URTIGA MALTA; GIOVANNA GRANJA DOS SANTOS; SAMMARA INGRID TEIXEIRA CAVALCANTE; DAYANE STEPHANE CAVALCANTE PONTES; CARLOS ALBERTO CORREIA LESSA FILHO; TACYANA CINTHYA MATOS BATISTA,F,4.0,2.0
FERNANDA MARINHO SILVA; SERGIO PUGLIESI DE MATOS; ANFRANSERAI MORAIS DIAS,F,1.0,1.0
JONATAS MOREIRA DE CARVALHO; JORGE LIMA DE OLIVEIRA FILHO; JAUBERTH WEYLL ABIJAUDE; ALVARO VINICIUS DE SOUZA COELHO,M,0.0,1.0
WESLEY S. SILVA; JOSEMAR RODRIGUES DE SOUZA; IVANOE J. RODOWANSKI; MARCO A. C. SIMOES,M,0.0,1.0
ESTHER DE S. ARAUJO; ANFRANSERAI M. DIAS,F,1.0,1.0
ROMERYTO V. LIRA; ELIANE ARAUJO,unknown,1.0,1.0
WAGNER AL-ALAM; RENATA REISER; MAURICIO PILLA; ADENAUER YAMIN,M,1.0,1.0
CLODOVEU A. DAVIS JR.; FREDERICO T. FONSECA; GILBERTO CAMARA,unknown,0.0,1.0
FLAVIO C. OLIVEIRA; BRITALDO S. SOARES-FILHO; SERGIO D. FARIA,M,0.0,1.0
MAGNA B. IRINEU; THAIS M. B. TELES; LUIGI F. DE CARVALHO; BENEILDO C. A. NETO; ELEN M. V. DE SOUSA; ANA L. R. LIMA; GLADINA A. SILVA; ANTONIO K. F. D. PEREIRA; PATRICIA F. C. DE VASCONCELOS; EDVAN C. DE MIRANDA,F,5.0,2.0
JULIA ZOFFOLI CACADOR; ROBERT GONCALVES VIEIRA DE SOUZA; DAVI LUIS DE FARIA ROCHA; GABRIEL MATTOS; LUIZ GUSTAVO FERREIRA NAZARETH; MARCELO IAN REZENDE MENEZES; HIERO HENRIQUE BARCELOS COSTA; JOAO STEPHAN SILVA MAURICIO; AUGUSTO DE FILIPPO CAVALINI; GABRIEL HENRIQUE DE SOUZA; PEDRO HENRIQUE DIAS VALLE; JOVENTINO DE OLIVEIRA CAMPOS,F,1.0,1.0
FREDERICO DONDICI; JOAO VITOR F. R. C. RAMOS; PEDRO M. CRAWFORD; PEDRO HENRIQUE D. VALLE; ALESSANDREIA M. DE OLIVEIRA; LUCIANO J. CHAVES,M,0.0,1.0
ANDERSON C. LIMA; VALERIA Q. REIS; MATEUS S. MORAES; AMAURY A. C. JUNIOR; ESTEICE J. S. BATISTA,M,1.0,1.0
CARLOS AUGUSTO CARNEIRO DE F. FILHO; JULIA FREITAS SANTOS; PABLYANA LEILA RODRIGUES DA CUNHA; PITAGORAS GRACA MARTINS,M,1.0,1.0
ECIVALDO DE SOUZA MATOS; LUCIO ANDRE ANDRADE DA CONCEICAO; TANESCA SANTANA CAL; RAYLA SANTOS; SANDRA CRISTINA MOREIRA GARCIA; MARIA RITA DE JESUS SILVA,M,3.0,1.0
YASMIM SILVA ROSA; PEDRO GARCIA; KATTIANA CONSTANTINO; EDUARDO FIGUEIREDO,F,1.0,1.0
JANDER DOUGLAS MORAIS; ASLEI PATRICK M. G. PONCIANO LIMA; MARIA ELANNE M. RODRIGUES; VALERIA MARIA DA SILVA PINHEIRO,M,2.0,1.0
AGATA MEIRELES CARVALHO; ALESSANDREIA MARTA DE OLIVEIRA; PEDRO HENRIQUE VALLE,F,1.0,1.0
ROSIANE DE FREITAS; JOAO ALFREDO BESSA; MENG H. HSU; GUILHERME SOUZA; LUCAS C. CORDEIRO; RAFAEL MENEZES; YIANNIS CHARALAMBOUS,F,1.0,2.0
ISAQUE P. ROMUALDO; GABRIEL V. A. SANTOS; TIAGO C. FERREIRA; THALIA S. SANTANA; RAMAYANE B. BRAGA; MARCELA D. FRANCA,M,2.0,1.0
LIVERSON PAULO FURTADO SEVERO; JEAN EVERSON MARTINA,unknown,0.0,1.0
LUIZ FERNANDO MENDES OSORIO; PEDRO DE A. DOS SANTOS NETO; GUILHERME AVELINO; WERNEY AYALA LUZ LIRA,M,0.0,1.0
MARIA EDUARDA MARTINS; YUSKA AGUIAR; JULIANA SARAIVA,F,2.0,1.0
LUIS F. ALVES PEREIRA; LUANN BENTO FERREIRA; DIMAS CASSIMIRO NASCIMENTO; IGOR MEDEIROS VANDERLEI; DALITON SILVA; VERUSKA BORGES SANTOS; MAGNO SILLAS GOMES; INES ALESSANDRA MELO,M,2.0,1.0
DIMAS CASSIMIRO NASCIMENTO; IGOR MEDEIROS VANDERLEI; DALITON DA SILVA,M,0.0,1.0
GILVAN FERREIRA ALVES JUNIOR; MIGUEL SOBREIRA DE ALBUQUERQUE; LUCAS HENRIQUE ALVES BORTH; MICHELE DOS SANTOS SOARES; AWDREN FONTAO; DEBORA MARIA BARROSO PAIVA,M,2.0,1.0
ADICINEIA APARECIDA DE OLIVEIRA; SAMUEL FRADE; PEDRO VIEIRA-MARQUES; TIAGO ANTONIO QUEIROS JACINTO; PATRICIA HOMEM-SILVA; SUSANA LEMOS-SEBASTEAO; CELESTE M. G. MARQUES DE OLIVEIRA; LILIANE F. A. FERREIRA E SOUSA; JESSICA CRISTINA OLIVEIRA ROCHA; RICARDO JOAO CRUZ-CORREIA,unknown,5.0,1.0
DENISSON S. A. DE FREITAS; ADICINEIA APARECIDA DE OLIVEIRA; EDWARD D. MORENO; GILTON J. F. DA SILVA,M,0.0,1.0
LETICIA M. G. DE MORAIS; WELIZANGELA M. ALMEIDA; ROSANA C. B. REGO,F,2.0,1.0
ALBANY NETO; FATIMA DUARTE-FIGUEIREDO,unknown,1.0,1.0
STEPHANO SOARES VIGLIO; PEDRO AUGUSTO RODRIGUES; OMAR AL JAWABRI; VINICIUS PEREIRA ESPINDOLA; LEANY SILVA FIGUEREDO; RENATO DE FREITAS BULCAO-NETO; REJANE FARIA RIBEIRO-ROTTA; VALDEMAR VICENTE GRACIANO NETO,M,1.0,1.0
PEDRO SEMCOVICI; IVANDRE PARABONI,M,0.0,1.0
A. C. ROCHA; M. B. P. OLIVEIRA; L. A. M. SAITO; B. L. S. LIMA; L. A. SILVA,unknown,0.0,5.0
WILLINNY KARLA LIMA; ANDERSON F. BARBOSA; ANDYSON SILVA; JONATHAN SANTOS; HYWRE PINTO; GLENDA ALMEIDA; JESSYKA VILELA,unknown,2.0,3.0
JESY KAROLAYNE SALES DOS SANTOS; LAURYANE SANTOS SIQUEIRA; EDUARDO MARQUES BRAGA FARIA; KALIL ARAUJO BISPO; GILTON JOSE FERREIRA DA SILVA; MICHEL S. SOARES,unknown,0.0,2.0
LIVIO FAGUNDES BRITO; INGRIDH IGREJA DE SALLES BARBOSA; MARCOS HENRIQUE ALVES DA SILVA; CARLOS EDUARDO DRUMOND; RODRIGO MASSAO Y. DE ALBUQUERQUE MELO; DYEGGO ROCHA GUEDES; JORGE EDUARDO MACEDO SIMOES; LEIA SOUSA DE SOUSA,M,1.0,2.0
DAYLLON VINICIUS XAVIER LEMOS; HUMBERTO LONGO; MARCIA R. CAPPELLE; MARIANA SANTOS; SANDERSON MACEDO; RONALDO COSTA,unknown,2.0,1.0
EDUARDO DAVID CAMPOPIANO; IAGO FONSECA MARINHO PEREIRA; THOMAS WILLIAM; DOUGLAS HENRIQUE SIQUEIRA ABREU; GUILHERME RIBEIRO SALES; VALENTINO CORSO; CIDES S. BEZERRA,M,0.0,1.0
EDMILSON SANCHES; FABIO AUGUSTO; PAULINE SILVEIRA; BERNARDO FEIJO JUNQUEIRA; DIMAS A. M. LEMES; JOSE PICOLO; GUILHERME RIBEIRO SALES; VALENTINO CORSO; CIDES S. BEZERRA,M,1.0,1.0
JULIANO TIAGO RINALDI; DALCIMAR CASANOVA; LARISSA MACEDO DOS SANTOS TONIAL; MARCELO TEIXEIRA; HEITOR SILVERIO LOPES,M,1.0,1.0
ROMULO FABRICIO; AGEMILSON PIMENTEL; RUAN BELEM; ANDERSON SOUSA; LAURA MARTINHO; LEO ARAUJO; LUAN SILVA; OSMAR SOUSA,M,1.0,1.0
ROMULO FABRICIO; AGEMILSON PIMENTEL; RUAN BELEM; ANDERSON SOUSA; LAURA MARTINHO; LEO ARAUJO; LUAN SILVA; OSMAR SOUSA,M,1.0,1.0
ISMAEL LEAL; ALLAN JAYSON; RICARDO LIRA; ROMUERE VELOSO; ANTONIO OSEAS; MAURICIO BENJAMIN,M,0.0,1.0
VICTORIA C. S. RODRIGUES; JOAO M. RAMOS; FABRICIO A. SILVA; LINNYER B. R. AYLON,F,1.0,1.0
BIANCA SOARES; WENDELL SILVA; GABRIELA PONCIANO; BRUNA STEFANIE; VALENTINE ALMEIDA; PATRICK PASTORI; DEBORAH MAGALHAES; ATSLANDS ROCHA,F,5.0,1.0
RENAN M. R. A. COSTA; LUIZ M. S. SILVA; ARTHUR C. GORGONIO; FLAVIUS L. GORGONIO; KARLIANE M. O. VALE,M,1.0,1.0
LARISSA SCHONHOFEN; CECILIA BOTELHO; GIANCARLO LUCCA; ADENAUER YAMIN; HELIDA SANTOS; RENATA REISER,F,4.0,1.0
PEDRO ROBLES DUTENHEFNER; GABRIEL LEMOS; TURI REZENDE; JOSE GERALDO FERNANDES; DIOGO TULER; GISELE LOBO PAPPA; GABRIELA MIANA PAIXAO; ANTONIO LUIZ PINHO RIBEIRO; WAGNER MEIRA JR.,M,2.0,1.0
BRENO JUNIO V. DA SILVA; ROBSON MOTTA; ALNEU DE ANDRADE LOPES,M,0.0,1.0
NEWTON SPOLAOR; ANA CAROLINA LORENA; HUEI DIANA LEE,M,1.0,1.0
TIAGO AMADOR COELHO; AHMED ALI ABDALLA ESMIN; WAGNER MEIRA JUNIOR,M,0.0,1.0
VANDOR ROBERTO VILARDI RISSOLI; GIOVANNI ALMEIDA SANTOS,unknown,0.0,1.0
RAZER MONTANO; MARCOS CASTILHO; FABIANO SILVA; LUIS KUNZLE,unknown,0.0,1.0
LILIAM BARROSO LEAL; MARCUS VINICIUS DE S. LEMOS; RAIMIR HOLANDAFILHO; FABBIO ANDERSON DA SILVA BORGES; RICARDO DE ANDRADE LIRA RABELO,F,1.0,2.0
DIEGO F. SILVA; GUSTAVO E. BATISTA; EAMONN KEOGH; AGENOR MAFRA-NETO,M,0.0,1.0
LILIAN BERTON; LIANG ZHAO,F,1.0,1.0
ROBERTO ALVES GUELERI; ZHAO LIANG,M,0.0,1.0
RONALD AUGUSTO DOMINGOS SILVA; THALISSON LOPES GONCALVES PIRES; RODRIGO JEREMIAS MENDES; MIKAELLY ELIDIA MATOS; KEVENN LARANJEIRA DE OLIVEIRA; LIZIANE SANTOS SOARES,M,2.0,1.0
GABRIEL L. M. OLIVEIRA; GLEIFER VAZ ALVES; NILSON MORI LAZARIN,M,0.0,1.0
JOAO VICENTE MARKOVICZ; GLEIFER VAZ ALVES; ANDRE PINZ BORGES,M,0.0,1.0
AUGUSTO VACCARELLI COSTA; FERNANDO FALQUETTO COELHO; LUCAS ALEXANDRE TAVARES; ANAROSA ALVES FRANCO BRANDAO; ROGERIO DA HORA PASSOS; MARISTELA CARVALHO DA COSTA,M,1.0,1.0
TIELLE DA SILVA ALEXANDRE; CARLOS EDUARDO PANTOJA; FLAVIA CRISTINA BERNADINI,unknown,1.0,1.0
ELAINE MARIA PEREIRA SIQUEIRA; GABRIEL RAMOS; THACITO RABONI; CARLOS EDUARDO PANTOJA; NILSON MORI LAZARIN,F,1.0,1.0
JOAO VICTOR TEXEIRA DEGELO; JOHAN SU KWOK; GABRIEL ZAMBELLI SCALABRINI; ANAROSA ALVES FRANCO BRANDAO; ROGERIO DA HORA PASSOS; MARISTELA CARVALHO DA COSTA,M,1.0,1.0
FELIPE MERENDA IZIDORIO; ALEXANDRE L. L. MELLADO; ANDRE PINZ BORGES; GLEIFER VAZ ALVES,M,0.0,1.0
GABRIEL GALVAN NERES; ANDRE PINZ BORGES; GLEIFER VAZ ALVES,M,0.0,1.0
DIEGO R. COLOMBO DIAS; JOSE R. FERREIRA BREGA; ILDEBERTO A. RODELLO; JOSE R. PEREIRA LAURIS,M,0.0,1.0
LUIZ HENRIQUE DUTRA DA COSTA; CARLOS ANDRES FERRERO; HUEI DIANA LEE; CLAUDIO SADDY RODRIGUES COY; JOAO JOSE FAGUNDES; FENG CHUNG WU,M,0.0,2.0
C. P. SILVA; L. F. CUPERTINO; D. S. CHEVITARESE; M. A. C. PACHECO; C. BENTES,unknown,0.0,5.0
VINICIUS SOUZA DE JESUS; NILSON MORI LAZARIN; CARLOS EDUARDO PANTOJA; GLEIFER VAZ ALVES; JOSE VITERBO FILHO,M,0.0,1.0
ALEXANDRE L. L. MELLADO; GLEIFER VAZ ALVES; ANDRE PINZ BORGES,M,0.0,1.0
VINICIUS SOUZA DE JESUS; NILSON MORI LAZARIN; CARLOS EDUARDO PANTOJA; FABIAN CESAR PEREIRA BRANDAO MANOEL; GLEIFER VAZ ALVES; GABRIEL RAMOS; JOSE VITERBO FILHO,M,0.0,1.0
VITOR LUIS BABIRESKI FURIO; MAIQUEL DE BRITO; TIAGO L. SCHMITZ; CLEBER J. AMARAL; ROBSON ZAGRE JUNIOR; MAICON R. ZATELLI; MAURI FERRANDIN; TIMOTHEUS KAMPIK,M,0.0,1.0
JAN PIERRY COELHO DOS SANTOS; JOMI FRED HUBNER; JERUSA MARCHI,M,1.0,1.0
NILZAIR B. AGOSTINHO; ADRIANO V. WERHLI; DIANA F. ADAMATTI,unknown,1.0,1.0
GLEIFER V. ALVES; ANDRE P. BORGES; PAULO LEITAO,unknown,0.0,1.0
PEDRO W. BOTELHO; GLEIFER VAZ ALVES; PAULO LEITAO; ANDRE PINZ BORGES,M,0.0,1.0
VITHOR TOZETTO FERREIRA; GLEIFER VAZ ALVES,M,0.0,1.0
LUCAS FERNANDO SOUZA DE CASTRO; FABIAN CESAR P. B. MANOEL; VINICIUS SOUZA DE JESUS; CARLOS EDUARDO PANTOJA; ANDRE PINZ BORGES; GLEIFER VAZ ALVES,M,0.0,1.0
ALEXANDRE L. L. MELLADO; GLEIFER VAZ ALVES; PAULO LEITAO; ANDRE PINZ BORGES,M,0.0,1.0
RAFHAEL R. CUNHA; JOMI F. HUBNER; MAIQUEL DE BRITO,M,0.0,1.0
ALEXANDRE LIZIERI LEITE MELLADO; GLEIFER VAZ ALVES; ANDRE PINZ BORGES,M,0.0,1.0
PEDRO W. BOTELHO; ANDRE P. BORGES; GLEIFER V. ALVES,M,0.0,1.0
OTAVIO A. MATOSO; JOMI F. HUBNER; MAICON R. ZATELLI,M,0.0,1.0
VITHOR TOZETTO FERREIRA; GLEIFER VAZ ALVES,M,0.0,1.0
JHONATAN ALVES; JOMI FRED HUBNER; JERUSA MARCHI,M,1.0,1.0
CHRYSTINNE O. FERNANDES; CARLOS J. P. LUCENA,unknown,0.0,1.0
HENRIQUE D. N. RODRIGUES; DIANA F. ADAMATTI; GRACALIZ P. DIMURO,M,1.0,1.0
FERNANDO RODRIGUES SANTOS; JOMI FRED HUBNER; LEANDRO BUSS BECKER,M,0.0,1.0
NECIO DE LIMA VERAS; MARIELA I. CORTES; GUSTAVO A. LIMA DE CAMPOS,unknown,1.0,1.0
DANIELA MARIA UEZ; JOMI F. HUBNER,F,1.0,1.0
FERNANDO RODRIGUES SANTOS; JOMI FRED HUBNER; LEANDRO BUSS BECKER,M,0.0,1.0
HENRIQUE DONANCIO N. RODRIGUES; GLENDA DIMURO; GRACALIZ P. DIMURO; DIANA F. ADAMATTI; ESTEBAN DE MANUEL JEREZ,M,2.0,1.0
TIAGO L. SCHMITZ; JOMI F. HUBNER,M,0.0,1.0
YUNEVDA E. LEON ROJAS; GRACALIZ PEREIRA DIMURO; DIANA F. ADAMATTI,unknown,1.0,2.0
ANDRESSA VON LAER; GRACALIZ P. DIMURO; DIANA ADAMATTI; MARILTON S. AGUIAR,F,2.0,1.0
FRANCISCO I. S. CRUZ; EMMANUEL S. S. FREIRE; MARIELA I. CORTES; NECIO L. VERAS,M,1.0,1.0
TIELLE DA SILVA ALEXANDRE; CARLOS EDUARDO PANTOJA,unknown,0.0,1.0
MARTIN FABICHAK; JOMI F. HUBNER,M,0.0,1.0
YUNEVDA E. LEON ROJAS; DIANA F. ADAMATTI; GRACALIZ P. DIMURO,unknown,1.0,2.0
WESLEY R. C. GONCALVES; GLEIFER VAZ ALVES,M,0.0,1.0
NECIO DE LIMA VERAS; MARIELA I. CORTES; GUSTAVO A. LIMA DE CAMPOS,unknown,1.0,1.0
LUIS P. LAMPERT; JOMI F. HUBNER; MAICON R. ZATELLI,M,0.0,1.0
RAFHAEL R. CUNHA; JOMI F. HUBNER; MAIQUEL DE BRITO,M,0.0,1.0
JOHNNY MARQUES; EVERTON MACHADO; SARASUATY YELISETTY; RODRIGO SOUZA CARDOSO,M,0.0,1.0
FELIPE FELIX DUCHEIKO; GLEIFER VAZ ALVES,M,0.0,1.0
NILZAIR BARRETO AGOSTINHO; DIANA FRANCISCA ADAMATTI,unknown,1.0,1.0
MUNYQUE MITTELMANN; JERUSA MARCHI; ALDO VON WANGENHEIM,unknown,1.0,1.0
NELSON DE FARIA TRAVERSI; RENATA G. WOTTER; GRACALIZ P. DIMURO; DIANA F. ADAMATTI,M,2.0,1.0
JADER SALDANHA; DIANA ADAMATTI; GRACALIZ DIMURO,M,1.0,1.0
HENRIQUE D. N. RODRIGUES; GRACALIZ P. DIMURO; DIANA F. ADAMATTI,M,1.0,1.0
LUTIELE M. GODOIS; LUCIANO C. MARCO; DIANA F. ADAMATTI; LEONARDO R. EMMENDORFER,unknown,1.0,1.0
ALEXIS V. H. HEIJMEIJER; GLEIFER V. ALVES,M,0.0,1.0
LUI MAGNO COSTA ARAUJO; MARIELA INES CORTES; NECIO DE LIMA VERAS,M,1.0,1.0
JADER SALDANHA; NARUSCI BASTOS; GRACALIZ DIMURO; CLEO BILLA; DIANA ADAMATTI,M,1.0,2.0
IGOR B. NOGUEIRA; MARIELA I. CORTES; ENYO J. T. GONCALVES,M,1.0,1.0
FELIPE FELIX DUCHEIKO; LUCAS FERNANDO SOUZA DE CASTRO; GLEIFER VAZ ALVES,M,0.0,1.0
HENRIQUE D. N. RODRIGUES; DIANA F. ADAMATTI; GRACALIZ P. DIMURO; GLENDA DIMURO; ESTEBAN DE MANUEL JEREZ,M,2.0,1.0
RENATA G. WOTTER; LUCAS T. B. COSTA; NELSON DE F. TRAVERSI; DIANA F. ADAMATTI; GRACALIZ P. DIMURO,F,2.0,1.0
CARLOS EDUARDO PEREIRA QUADROS; JADER DE FREITAS SALDANHA; NARUSCI BASTOS; NEWTON NYAMASEGE MARUBE; EDER MATEUS GONCALVES,M,0.0,1.0
LUCAS FERNANDO SOUZA DE CASTRO; GLEIFER VAZ ALVES; ANDRE PINZ BORGES,M,0.0,1.0
JUN HONG SILVA; LETICIA SIMIONI COUTO; CARLA A. BARVINSKI; VALGUIMA V. V. A. ODAKURA,M,2.0,1.0
ALAN D. BARROSO; FELIPE DE C. SANTANA; VICTOR LASSANCE; LUIS G. NARDIN; ANAROSA A. F. BRANDAO; JAIME S. SICHMAN,M,0.0,1.0
ANDRESSA VON LAER; GRACALIZ P. DIMURO; MARILTON S. AGUIAR,F,1.0,1.0
NARUSCI DOS S. BASTOS; BIANCA P. MARQUES; DIANA F. ADAMATTI,unknown,2.0,1.0
FRANCISCO R. O. DE LIMA; ALLAN R. FEIJO; ROBERT M. ROCHA JR; IGOR B. NOGUEIRA; ENYO J. T. GONCALVES; EMMANUEL S. S. FREIRE; MARIELA I. CORTES,M,1.0,1.0
FERNANDA P. MOTA; VAGNER S. DA ROSA; GRACALIZ P. DIMURO; SILVIA S. DA C. BOTELHO,F,2.0,1.0
A. GEOVANE GRIESANG; REJANE FROZZA; ROLF FREDI MOLZ; GILBERTO DESSBESELL JR; RAFAEL PEITER,unknown,1.0,1.0
TATIANE DOBRZANSKI; GLEIFER VAZ ALVES; ANTONIO CARLOS DA ROCHA COSTA,F,1.0,1.0
JOSE R. F. NERI; JOMI F. HUBNER; CARLOS H. F. SANTOS,M,0.0,1.0
FLAVIA SANTOS; HENRIQUE RODRIGUES; THIAGO RODRIGUES; DIANA F. ADAMATTI; GRACALIZ P. DIMURO; GLENDA DIMURO; ESTEBAN DE MANUEL JEREZ,F,3.0,1.0
GIOVANI P. FARIAS; GRACALIZ P. DIMURO; GLENDA DIMURO; ESTEBAN DE MANUEL JEREZ,M,1.0,1.0
JOAO FERREIRA DE SANTANNA FILHO; SCHEILA NAIR COSTA; CAMILA PONTES B. DA COSTA; CHARBEL SZYMANSKI; JOAO EDUARDO HORNBURG,M,2.0,1.0
HENRIQUE D. N. RODRIGUES; IVERTON SANTOS; GRACALIZ P. DIMURO; DIANA F. ADAMATTI; GLENDA DIMURO; ESTEBAN DE MANUEL JEREZ,M,2.0,1.0
GIOVANI PARENTE FARIAS; GRACALIZ PEREIRA DIMURO; ANTONIO CARLOS DA ROCHA COSTA,M,0.0,1.0
CICERO C. QUARTO; SOFIANE LABIDI; PATRICIA A. JAQUES; IDA M. M. SCHIVITZ,M,2.0,1.0
SOFIANE LABIDI; BERNARDO W. MAIA JR.; SERGIO G. MARTINS,unknown,0.0,1.0
VERLANI TIMM HINZ; LUIZ ANTONIO MORO PALAZZO,unknown,0.0,1.0
LUCIANO V. GONCALVES; GRACALIZ P. DIMURO,M,0.0,1.0
GIONAVI PARENTE FARIAS; GRACALIZ PEREIRA DIMURO,unknown,0.0,2.0
CARLOS EDUARDO PEREIRA DE QUADROS; JOSIMARA DE AVILA SILVEIRA; FELIPE NEVES DA SILVA; LEONARDO MARTINS RODRIGUES; LILIANE SILVA ANTIQUEIRA; STEPHANIE LOI BRIAO; SUVANIA ACOSTA OLIVEIRA; TAUA MILECH CABREIRA,M,3.0,1.0
MAICON R. ZATELLI; JOMI F. HUBNER,M,0.0,1.0
DANIELA MARIA UEZ; JOMI F. HUBNER,F,1.0,1.0
GLEIFER V. ALVES; ANTONIO C. DA ROCHA COSTA; RAQUEL DE M. BARBOSA; PRISCILLA D. GAERTNER,unknown,2.0,1.0
ALLAN R. FEIJO; FELIPE J. A. MAIA; FRANCISCO R. O. DE LIMA; IGOR B. NOGUEIRA; ENYO J. T. GONCALVES; EMMANUEL S. S. FREIRE; MARIELA I. CORTES; LEANDRO L. C. DE SOUZA,M,1.0,1.0
ALEXANDRE HUBNER; GRACALIZ PEREIRA DIMURO; ANTONIO CARLOS DA ROCHA COSTA,M,0.0,1.0
LUCIANO V. GONCALVES; GRACALIZ P. DIMURO; ANTONIO CARLOS DA R. COSTA,M,0.0,1.0
VERLANI TIMM HINZ; LUIZ ANTONIO MORO PALAZZO; ROSAURA DO ESPIRITO SANTO DA SILVA,unknown,1.0,1.0
ANDRE V. DOS SANTOS; GRACALIZ P. DIMURO; BENJAMIN C. BEDREGA,M,0.0,1.0
LUCIANO V. GONCALVES; DIEGO R. PEREIRA; GRACALIZ P. DIMURO,M,0.0,1.0
DIEGO R. PEREIRA; LUCIANO V. GONCALVES; GRACALIZ P. DIMURO,M,0.0,1.0
GLAUCIUS DECIO DUARTE; ANTONIO CARLOS DA ROCHA COSTA; MARA LUCIA FERNANDES CARNEIRO,unknown,1.0,1.0
GIOVANI PARENTE FARIAS; GRACALIZ PEREIRA DIMURO; ANTONIO CARLOS DA ROCHA COSTA,M,0.0,1.0
TIAGO L. SCHMITZ; JOMI F. HUBNER; CARINE G. WEBBER,M,1.0,1.0
SIMONE ESCOUTO DA ROSA; GRACALIZ PEREIRA DIMURO; ANTONIO CARLOS DA ROCHA COSTA,F,1.0,1.0
C. E. O. SILVA; G. P. DIMURO; A. C. R. COSTA,unknown,0.0,3.0
TAUA M. CABREIRA; MARILTON S. DE AGUIAR; GRACALIZ P. DIMURO,M,0.0,1.0
A. HUBNER; A. C. R. COSTA; G. P. DIMURO; V. L. D. MATTOS; S. S. HERNANDES; M. M. LANGE,unknown,0.0,6.0
ALFREDO COSTA O. JUNIOR; CICERO COSTA QUARTO; ROMULO MARTINS FRANCA; LUIS CARLOS COSTA FONSECA; SOFIANE LABIDI,M,0.0,1.0
MARCOS INKY TAE; ANAROSA A. F. BRANDAO,M,0.0,1.0
LUIS FELIPE K. MACEDO; MURIAN DOS R. RIBEIRO; STEPHANIE L. BRIAO; CELSO N. DA FONSECA; MARILTON S. DE AGUIAR; GRACALIZ P. DIMURO,M,1.0,2.0
ODILON CORREA DA SILVA; VITOR CUNHA FONTES; THIAGO SILVA MIRANDA; JUGURTA LISBOA FILHO; ALCIONE DE PAIVA OLIVEIRA,M,1.0,1.0
MARCELO PITA; GOEDSON PAIXAO,M,0.0,1.0
MARIO ALVES DE MORAES NETO; DIEGO SA CARDOSO; CIDCLEY TEIXEIRA DE SOUZA; MARIELA INES CORTES,M,1.0,1.0
JULIO CESAR DOS REIS; M. CECILIA C. BARANAUSKAS; RODRIGO BONACIN,M,0.0,1.0
CLARISSE SIECKENIUS DE SOUZA; INGRID MONTEIRO; CHANTAL INTRATOR,F,2.0,1.0
WALTER DOS SANTOS FILHO; GISELE L. PAPPA; WAGNER MEIRA JR; DORGIVAL GUEDES; ADRIANO VELOSO; VIRGILIO A. F. ALMEIDA; ADRIANO M. PEREIRA; PEDRO H. C. GUERRA; ARLEI L. DA SILVA; FERNANDO H. J. MOURAO; TIAGO R. DE MAGALHAES; FELIPE M. MACHADO; LETICIA L. CHERCHIGLIA; LIVIA S. SIMOES; RAFAEL A. BATISTA; FILIPE L. ARCANJO; GUSTAVO M. BRUNORO; NATHAN R. B. MARIANO; GABRIEL MAGNO; MARCO TULIO C. RIBEIRO; LEONARDO V. TEIXEIRA; ALTIGRAN S. DA SILVA; BRUNO WANDERLEY REIS; REGINA HELENA SILVA,M,4.0,1.0
POLLYANNA M. DE ABREU; RAQUEL O. PRATES; ELIDEA L. A. BERNARDINO,F,2.0,1.0
GLIVIA ANGELICA RODRIGUES BARBOSA; RAQUEL OLIVEIRA PRATES,unknown,1.0,1.0
MICHELE DOS SANTOS SOARES; GUSTAVO KIKEY KAKINOHANA; MARIA ISTELA CAGNIN; KENNEDY DOS SANTOS SILVA; AWDREN DE LIMA FONTAO; ANDRE PIMENTA FREIRE; DEBORA MARIA BARROSO PAIVA,F,3.0,1.0
NATA LAEL GOMES RAULINO; ROSSANA MARIA DE CASTRO ANDRADE; ISMAYLE DE SOUSA SANTOS,M,1.0,1.0
